city,median_household_income,year
"Charlotte-Concord-Gastonia, NC-SC",57871.0,2017
"Charlotte-Concord-Gastonia, NC-SC",60822.0,2018
"Charlotte-Concord-Gastonia, NC-SC",63217.0,2019
"Charlotte-Concord-Gastonia, NC-SC",65725.0,2020
"Charlotte-Concord-Gastonia, NC-SC",69559.0,2021
"Charlotte-Concord-Gastonia, NC-SC",76177.0,2022
"Charlotte-Concord-Gastonia, NC-SC",80201.0,2023
"Charlotte-Concord-Gastonia, NC-SC",83304.0,2024
"Charlottesville, VA",60240.0,2015
"Charlottesville, VA",61664.0,2016
"Charlottesville, VA",63486.0,2017
"Charlottesville, VA",67224.0,2018
"Charlottesville, VA",72697.0,2019
"Charlottesville, VA",75176.0,2020
"Charlottesville, VA",79660.0,2021
"Charlottesville, VA",86188.0,2022
"Charlottesville, VA",90552.0,2023
"Charlottesville, VA",93598.0,2024
"Chattanooga, TN-GA",46968.0,2015
"Chattanooga, TN-GA",47751.0,2016
"Chattanooga, TN-GA",49471.0,2017
"Chattanooga, TN-GA",51473.0,2018
"Chattanooga, TN-GA",53126.0,2019
"Chattanooga, TN-GA",54425.0,2020
"Chattanooga, TN-GA",58277.0,2021
"Chattanooga, TN-GA",65387.0,2022
"Chattanooga, TN-GA",68666.0,2023
"Chattanooga, TN-GA",72161.0,2024
"Cheyenne, WY",60706.0,2015
"Cheyenne, WY",61201.0,2016
"Cheyenne, WY",62879.0,2017
"Cheyenne, WY",64220.0,2018
"Cheyenne, WY",66910.0,2019
"Cheyenne, WY",69369.0,2020
"Cheyenne, WY",71550.0,2021
"Cheyenne, WY",76282.0,2022
"Cheyenne, WY",77884.0,2023
"Cheyenne, WY",80173.0,2024
"Chicago-Naperville-Elgin, IL-IN",88850.0,2023
"Chicago-Naperville-Elgin, IL-IN",90887.0,2024
"Chicago-Naperville-Elgin, IL-IN-WI",61828.0,2015
"Chicago-Naperville-Elgin, IL-IN-WI",63327.0,2016
"Chicago-Naperville-Elgin, IL-IN-WI",65757.0,2017
"Chicago-Naperville-Elgin, IL-IN-WI",68715.0,2018
"Chicago-Naperville-Elgin, IL-IN-WI",71770.0,2019
"Chicago-Naperville-Elgin, IL-IN-WI",74621.0,2020
"Chicago-Naperville-Elgin, IL-IN-WI",78790.0,2021
"Chicago-Naperville-Elgin, IL-IN-WI",85087.0,2022
"Chico, CA",43444.0,2015
"Chico, CA",44366.0,2016
"Chico, CA",46516.0,2017
"Chico, CA",48443.0,2018
"Chico, CA",52537.0,2019
"Chico, CA",54972.0,2020
"Chico, CA",59863.0,2021
"Chico, CA",66085.0,2022
"Chico, CA",68574.0,2023
"Chico, CA",67928.0,2024
"Cincinnati, OH-KY-IN",55501.0,2015
"Cincinnati, OH-KY-IN",56861.0,2016
"Cincinnati, OH-KY-IN",59478.0,2017
"Cincinnati, OH-KY-IN",61870.0,2018
"Cincinnati, OH-KY-IN",63987.0,2019
"Cincinnati, OH-KY-IN",66435.0,2020
"Cincinnati, OH-KY-IN",70308.0,2021
"Cincinnati, OH-KY-IN",76247.0,2022
"Cincinnati, OH-KY-IN",79490.0,2023
"Cincinnati, OH-KY-IN",81120.0,2024
"Clarksville, TN-KY",46614.0,2015
"Clarksville, TN-KY",47816.0,2016
"Clarksville, TN-KY",50369.0,2017
"Clarksville, TN-KY",51933.0,2018
"Clarksville, TN-KY",53027.0,2019
"Clarksville, TN-KY",54911.0,2020
"Clarksville, TN-KY",57963.0,2021
"Clarksville, TN-KY",62188.0,2022
"Clarksville, TN-KY",66210.0,2023
"Clarksville, TN-KY",68967.0,2024
"Cleveland, OH",68507.0,2023
"Cleveland, OH",70678.0,2024
"Cleveland, TN",41643.0,2015
"Cleveland, TN",43293.0,2016
"Cleveland, TN",45570.0,2017
"Cleveland, TN",47046.0,2018
"Cleveland, TN",49921.0,2019
"Cleveland, TN",51015.0,2020
"Cleveland, TN",54845.0,2021
"Cleveland, TN",60001.0,2022
"Cleveland, TN",63490.0,2023
"Cleveland, TN",66135.0,2024
"Cleveland-Elyria, OH",49925.0,2015
"Cleveland-Elyria, OH",51001.0,2016
"Cleveland-Elyria, OH",52446.0,2017
"Cleveland-Elyria, OH",54273.0,2018
"Cleveland-Elyria, OH",56008.0,2019
"Cleveland-Elyria, OH",57263.0,2020
"Cleveland-Elyria, OH",61320.0,2021
"Cleveland-Elyria, OH",66481.0,2022
"Coeur d'Alene, ID",49403.0,2015
"Coeur d'Alene, ID",50924.0,2016
"Coeur d'Alene, ID",53189.0,2017
"Coeur d'Alene, ID",54457.0,2018
"Coeur d'Alene, ID",57242.0,2019
"Coeur d'Alene, ID",60903.0,2020
"Coeur d'Alene, ID",64936.0,2021
"Coeur d'Alene, ID",71949.0,2022
"Coeur d'Alene, ID",77034.0,2023
"Coeur d'Alene, ID",81861.0,2024
"College Station-Bryan, TX",41067.0,2015
"College Station-Bryan, TX",42948.0,2016
"College Station-Bryan, TX",45078.0,2017
"College Station-Bryan, TX",48213.0,2018
"College Station-Bryan, TX",50240.0,2019
"College Station-Bryan, TX",51261.0,2020
"College Station-Bryan, TX",53541.0,2021
"College Station-Bryan, TX",58659.0,2022
"College Station-Bryan, TX",59691.0,2023
"College Station-Bryan, TX",60087.0,2024
"Colorado Springs, CO",58414.0,2015
"Colorado Springs, CO",60335.0,2016
"Colorado Springs, CO",62751.0,2017
"Colorado Springs, CO",65335.0,2018
"Colorado Springs, CO",68687.0,2019
"Colorado Springs, CO",71171.0,2020
"Colorado Springs, CO",75641.0,2021
"Colorado Springs, CO",82334.0,2022
"Colorado Springs, CO",87180.0,2023
"Colorado Springs, CO",90144.0,2024
"Columbia, MO",49899.0,2015
"Columbia, MO",50813.0,2016
"Columbia, MO",52005.0,2017
"Columbia, MO",54043.0,2018
"Columbia, MO",54808.0,2019
"Columbia, MO",57980.0,2020
"Columbia, MO",61901.0,2021
"Columbia, MO",65863.0,2022
"Columbia, MO",69463.0,2023
"Columbia, MO",72340.0,2024
"Columbia, SC",49793.0,2015
"Columbia, SC",51287.0,2016
"Columbia, SC",52728.0,2017
"Columbia, SC",54491.0,2018
"Columbia, SC",55971.0,2019
"Columbia, SC",56680.0,2020
"Columbia, SC",58992.0,2021
"Columbia, SC",63471.0,2022
"Columbia, SC",66146.0,2023
"Columbia, SC",68359.0,2024
"Columbus, GA-AL",42456.0,2015
"Columbus, GA-AL",43307.0,2016
"Columbus, GA-AL",44209.0,2017
"Columbus, GA-AL",46695.0,2018
"Columbus, GA-AL",47571.0,2019
"Columbus, GA-AL",48903.0,2020
"Columbus, GA-AL",51694.0,2021
"Columbus, GA-AL",55720.0,2022
"Columbus, GA-AL",57762.0,2023
"Columbus, GA-AL",59336.0,2024
"Columbus, IN",55050.0,2015
"Columbus, IN",55874.0,2016
"Columbus, IN",57331.0,2017
"Columbus, IN",59045.0,2018
"Columbus, IN",63431.0,2019
"Columbus, IN",66978.0,2020
"Columbus, IN",71183.0,2021
"Columbus, IN",76912.0,2022
"Columbus, IN",80365.0,2023
"Columbus, IN",79901.0,2024
"Columbus, OH",55878.0,2015
"Columbus, OH",57440.0,2016
"Columbus, OH",60170.0,2017
"Columbus, OH",62898.0,2018
"Columbus, OH",65150.0,2019
"Columbus, OH",66715.0,2020
"Columbus, OH",71020.0,2021
"Columbus, OH",76541.0,2022
"Columbus, OH",79847.0,2023
"Columbus, OH",81945.0,2024
"Corpus Christi, TX",50267.0,2015
"Corpus Christi, TX",51675.0,2016
"Corpus Christi, TX",52883.0,2017
"Corpus Christi, TX",54499.0,2018
"Corpus Christi, TX",56013.0,2019
"Corpus Christi, TX",56714.0,2020
"Corpus Christi, TX",59483.0,2021
"Corpus Christi, TX",64005.0,2022
"Corpus Christi, TX",65801.0,2023
"Corpus Christi, TX",67453.0,2024
"Corvallis, OR",49802.0,2015
"Corvallis, OR",52015.0,2016
"Corvallis, OR",54682.0,2017
"Corvallis, OR",58655.0,2018
"Corvallis, OR",62077.0,2019
"Corvallis, OR",65142.0,2020
"Corvallis, OR",68732.0,2021
"Corvallis, OR",72882.0,2022
"Corvallis, OR",76011.0,2023
"Corvallis, OR",77702.0,2024
"Crestview-Fort Walton Beach-Destin, FL",53246.0,2015
"Crestview-Fort Walton Beach-Destin, FL",55199.0,2016
"Crestview-Fort Walton Beach-Destin, FL",57421.0,2017
"Crestview-Fort Walton Beach-Destin, FL",59877.0,2018
"Crestview-Fort Walton Beach-Destin, FL",62161.0,2019
"Crestview-Fort Walton Beach-Destin, FL",65075.0,2020
"Crestview-Fort Walton Beach-Destin, FL",67623.0,2021
"Crestview-Fort Walton Beach-Destin, FL",74279.0,2022
"Crestview-Fort Walton Beach-Destin, FL",79150.0,2023
"Crestview-Fort Walton Beach-Destin, FL",81993.0,2024
"Cumberland, MD-WV",38140.0,2015
"Cumberland, MD-WV",40302.0,2016
"Cumberland, MD-WV",42169.0,2017
"Cumberland, MD-WV",44647.0,2018
"Cumberland, MD-WV",47330.0,2019
"Cumberland, MD-WV",50188.0,2020
"Cumberland, MD-WV",52738.0,2021
"Cumberland, MD-WV",57539.0,2022
"Dallas-Fort Worth-Arlington, TX",59946.0,2015
"Dallas-Fort Worth-Arlington, TX",61330.0,2016
"Dallas-Fort Worth-Arlington, TX",63870.0,2017
"Dallas-Fort Worth-Arlington, TX",66982.0,2018
"Dallas-Fort Worth-Arlington, TX",70281.0,2019
"Dallas-Fort Worth-Arlington, TX",72882.0,2020
"Dallas-Fort Worth-Arlington, TX",76916.0,2021
"Dallas-Fort Worth-Arlington, TX",83398.0,2022
"Dallas-Fort Worth-Arlington, TX",87155.0,2023
"Dallas-Fort Worth-Arlington, TX",90275.0,2024
"Dalton, GA",39459.0,2015
"Dalton, GA",40812.0,2016
"Dalton, GA",43076.0,2017
"Dalton, GA",46381.0,2018
"Dalton, GA",48481.0,2019
"Dalton, GA",50322.0,2020
"Dalton, GA",52898.0,2021
"Dalton, GA",60017.0,2022
"Dalton, GA",65715.0,2023
"Dalton, GA",67846.0,2024
"Danville, IL",42977.0,2015
"Danville, IL",43552.0,2016
"Danville, IL",44930.0,2017
"Danville, IL",45384.0,2018
"Danville, IL",46515.0,2019
"Danville, IL",46842.0,2020
"Danville, IL",49063.0,2021
"Danville, IL",52787.0,2022
"Daphne-Fairhope-Foley, AL",50254.0,2015
"Daphne-Fairhope-Foley, AL",51365.0,2016
"Daphne-Fairhope-Foley, AL",52562.0,2017
"Daphne-Fairhope-Foley, AL",55962.0,2018
"Daphne-Fairhope-Foley, AL",58320.0,2019
"Daphne-Fairhope-Foley, AL",61756.0,2020
"Daphne-Fairhope-Foley, AL",64346.0,2021
"Daphne-Fairhope-Foley, AL",71039.0,2022
"Daphne-Fairhope-Foley, AL",75019.0,2023
"Daphne-Fairhope-Foley, AL",78775.0,2024
"Davenport-Moline-Rock Island, IA-IL",52316.0,2015
"Davenport-Moline-Rock Island, IA-IL",53535.0,2016
"Davenport-Moline-Rock Island, IA-IL",54629.0,2017
"Davenport-Moline-Rock Island, IA-IL",55941.0,2018
"Davenport-Moline-Rock Island, IA-IL",58531.0,2019
"Davenport-Moline-Rock Island, IA-IL",59876.0,2020
"Davenport-Moline-Rock Island, IA-IL",63282.0,2021
"Davenport-Moline-Rock Island, IA-IL",68395.0,2022
"Davenport-Moline-Rock Island, IA-IL",71925.0,2023
"Davenport-Moline-Rock Island, IA-IL",72738.0,2024
"Dayton, OH",47654.0,2015
"Dayton, OH",49223.0,2016
"Dayton, OH",51204.0,2017
"Dayton, OH",53393.0,2018
"Dayton-Kettering, OH",55634.0,2019
"Dayton-Kettering, OH",57631.0,2020
"Dayton-Kettering, OH",61763.0,2021
"Dayton-Kettering, OH",67088.0,2022
"Dayton-Kettering-Beavercreek, OH",69752.0,2023
"Dayton-Kettering-Beavercreek, OH",71739.0,2024
"Decatur, AL",44403.0,2015
"Decatur, AL",45804.0,2016
"Decatur, AL",46725.0,2017
"Decatur, AL",48330.0,2018
"Decatur, AL",50422.0,2019
"Decatur, AL",51842.0,2020
"Decatur, AL",55232.0,2021
"Decatur, AL",60036.0,2022
"Decatur, AL",63987.0,2023
"Decatur, AL",68116.0,2024
"Decatur, IL",47176.0,2015
"Decatur, IL",47477.0,2016
"Decatur, IL",49052.0,2017
"Decatur, IL",50444.0,2018
"Decatur, IL",50480.0,2019
"Decatur, IL",53725.0,2020
"Decatur, IL",55954.0,2021
"Decatur, IL",59622.0,2022
"Decatur, IL",62449.0,2023
"Decatur, IL",62666.0,2024
"Deltona-Daytona Beach-Ormond Beach, FL",42159.0,2015
"Deltona-Daytona Beach-Ormond Beach, FL",43432.0,2016
"Deltona-Daytona Beach-Ormond Beach, FL",45016.0,2017
"Deltona-Daytona Beach-Ormond Beach, FL",48066.0,2018
"Deltona-Daytona Beach-Ormond Beach, FL",50360.0,2019
"Deltona-Daytona Beach-Ormond Beach, FL",53339.0,2020
"Deltona-Daytona Beach-Ormond Beach, FL",57791.0,2021
"Deltona-Daytona Beach-Ormond Beach, FL",64197.0,2022
"Deltona-Daytona Beach-Ormond Beach, FL",67599.0,2023
"Deltona-Daytona Beach-Ormond Beach, FL",71277.0,2024
"Denver-Aurora-Centennial, CO",102339.0,2023
"Denver-Aurora-Centennial, CO",105762.0,2024
"Denver-Aurora-Lakewood, CO",65614.0,2015
"Denver-Aurora-Lakewood, CO",68173.0,2016
"Denver-Aurora-Lakewood, CO",71884.0,2017
"Denver-Aurora-Lakewood, CO",75565.0,2018
"Denver-Aurora-Lakewood, CO",79664.0,2019
"Denver-Aurora-Lakewood, CO",83289.0,2020
"Denver-Aurora-Lakewood, CO",88512.0,2021
"Denver-Aurora-Lakewood, CO",96920.0,2022
"Des Moines-West Des Moines, IA",61844.0,2015
"Des Moines-West Des Moines, IA",63534.0,2016
"Des Moines-West Des Moines, IA",65971.0,2017
"Des Moines-West Des Moines, IA",68669.0,2018
"Des Moines-West Des Moines, IA",70126.0,2019
"Des Moines-West Des Moines, IA",71734.0,2020
"Des Moines-West Des Moines, IA",75134.0,2021
"Des Moines-West Des Moines, IA",81103.0,2022
"Des Moines-West Des Moines, IA",84209.0,2023
"Des Moines-West Des Moines, IA",85890.0,2024
"Detroit-Warren-Dearborn, MI",52603.0,2015
"Detroit-Warren-Dearborn, MI",54037.0,2016
"Detroit-Warren-Dearborn, MI",56339.0,2017
"Detroit-Warren-Dearborn, MI",58544.0,2018
"Detroit-Warren-Dearborn, MI",60984.0,2019
"Detroit-Warren-Dearborn, MI",62768.0,2020
"Detroit-Warren-Dearborn, MI",66878.0,2021
"Detroit-Warren-Dearborn, MI",72456.0,2022
"Detroit-Warren-Dearborn, MI",75123.0,2023
"Detroit-Warren-Dearborn, MI",76664.0,2024
"Dothan, AL",40596.0,2015
"Dothan, AL",40871.0,2016
"Dothan, AL",42431.0,2017
"Dothan, AL",44275.0,2018
"Dothan, AL",46351.0,2019
"Dothan, AL",47608.0,2020
"Dothan, AL",49336.0,2021
"Dothan, AL",54171.0,2022
"Dothan, AL",56772.0,2023
"Dothan, AL",57791.0,2024
"Dover, DE",54976.0,2015
"Dover, DE",55184.0,2016
"Dover, DE",57647.0,2017
"Dover, DE",58775.0,2018
"Dover, DE",60910.0,2019
"Dover, DE",60117.0,2020
"Dover, DE",63715.0,2021
"Dover, DE",69278.0,2022
"Dover, DE",72872.0,2023
"Dover, DE",74477.0,2024
"Dubuque, IA",54605.0,2015
"Dubuque, IA",56154.0,2016
"Dubuque, IA",59150.0,2017
"Dubuque, IA",61321.0,2018
"Dubuque, IA",63031.0,2019
"Dubuque, IA",64493.0,2020
"Dubuque, IA",68198.0,2021
"Dubuque, IA",73495.0,2022
"Dubuque, IA",75919.0,2023
"Dubuque, IA",77630.0,2024
"Duluth, MN-WI",48905.0,2015
"Duluth, MN-WI",50078.0,2016
"Duluth, MN-WI",51785.0,2017
"Duluth, MN-WI",54022.0,2018
"Duluth, MN-WI",56573.0,2019
"Duluth, MN-WI",58729.0,2020
"Duluth, MN-WI",62184.0,2021
"Duluth, MN-WI",67612.0,2022
"Duluth, MN-WI",71067.0,2023
"Duluth, MN-WI",71769.0,2024
"Durham-Chapel Hill, NC",53295.0,2015
"Durham-Chapel Hill, NC",54842.0,2016
"Durham-Chapel Hill, NC",57600.0,2017
"Durham-Chapel Hill, NC",60113.0,2018
"Durham-Chapel Hill, NC",62289.0,2019
"Durham-Chapel Hill, NC",64745.0,2020
"Durham-Chapel Hill, NC",68913.0,2021
"Durham-Chapel Hill, NC",76040.0,2022
"Durham-Chapel Hill, NC",81017.0,2023
"Durham-Chapel Hill, NC",83500.0,2024
"Eagle Pass, TX",51270.0,2023
"Eagle Pass, TX",49568.0,2024
"East Stroudsburg, PA",57365.0,2015
"East Stroudsburg, PA",58980.0,2016
"East Stroudsburg, PA",61430.0,2017
"East Stroudsburg, PA",63931.0,2018
"East Stroudsburg, PA",63934.0,2019
"East Stroudsburg, PA",68734.0,2020
"East Stroudsburg, PA",72679.0,2021
"East Stroudsburg, PA",80656.0,2022
"Eau Claire, WI",50611.0,2015
"Eau Claire, WI",51376.0,2016
"Eau Claire, WI",53219.0,2017
"Eau Claire, WI",56278.0,2018
"Eau Claire, WI",59584.0,2019
"Eau Claire, WI",62031.0,2020
"Eau Claire, WI",64112.0,2021
"Eau Claire, WI",70009.0,2022
"Eau Claire, WI",72513.0,2023
"Eau Claire, WI",74595.0,2024
"El Centro, CA",41079.0,2015
"El Centro, CA",42560.0,2016
"El Centro, CA",44779.0,2017
"El Centro, CA",45834.0,2018
"El Centro, CA",47622.0,2019
"El Centro, CA",46222.0,2020
"El Centro, CA",49078.0,2021
"El Centro, CA",53847.0,2022
"El Centro, CA",56393.0,2023
"El Centro, CA",57681.0,2024
"El Paso, TX",41578.0,2015
"El Paso, TX",42023.0,2016
"El Paso, TX",43170.0,2017
"El Paso, TX",44531.0,2018
"El Paso, TX",46795.0,2019
"El Paso, TX",48193.0,2020
"El Paso, TX",50849.0,2021
"El Paso, TX",55344.0,2022
"El Paso, TX",58800.0,2023
"El Paso, TX",59751.0,2024
"Elizabethtown, KY",67630.0,2023
"Elizabethtown, KY",67534.0,2024
"Elizabethtown-Fort Knox, KY",49458.0,2015
"Elizabethtown-Fort Knox, KY",50087.0,2016
"Elizabethtown-Fort Knox, KY",51441.0,2017
"Elizabethtown-Fort Knox, KY",52738.0,2018
"Elizabethtown-Fort Knox, KY",54132.0,2019
"Elizabethtown-Fort Knox, KY",56680.0,2020
"Elizabethtown-Fort Knox, KY",59781.0,2021
"Elizabethtown-Fort Knox, KY",64111.0,2022
"Elkhart-Goshen, IN",47913.0,2015
"Elkhart-Goshen, IN",49692.0,2016
"Elkhart-Goshen, IN",52449.0,2017
"Elkhart-Goshen, IN",55399.0,2018
"Elkhart-Goshen, IN",57021.0,2019
"Elkhart-Goshen, IN",58509.0,2020
"Elkhart-Goshen, IN",61182.0,2021
"Elkhart-Goshen, IN",63978.0,2022
"Elkhart-Goshen, IN",65617.0,2023
"Elkhart-Goshen, IN",68561.0,2024
"Elmira, NY",50320.0,2015
"Elmira, NY",49578.0,2016
"Elmira, NY",51251.0,2017
"Elmira, NY",53299.0,2018
"Elmira, NY",54940.0,2019
"Elmira, NY",54883.0,2020
"Elmira, NY",58175.0,2021
"Elmira, NY",61358.0,2022
"Elmira, NY",63469.0,2023
"Elmira, NY",63716.0,2024
"Enid, OK",49675.0,2016
"Enid, OK",50724.0,2017
"Enid, OK",51332.0,2018
"Enid, OK",54006.0,2019
"Enid, OK",55435.0,2020
"Enid, OK",60732.0,2021
"Enid, OK",64165.0,2022
"Enid, OK",67302.0,2023
"Enid, OK",66182.0,2024
"Erie, PA",45971.0,2015
"Erie, PA",47094.0,2016
"Erie, PA",48192.0,2017
"Erie, PA",49716.0,2018
"Erie, PA",51529.0,2019
"Erie, PA",52863.0,2020
"Erie, PA",55949.0,2021
"Erie, PA",59396.0,2022
"Erie, PA",61476.0,2023
"Erie, PA",63354.0,2024
"Eugene, OR",44103.0,2015
"Eugene, OR",45222.0,2016
"Eugene, OR",47710.0,2017
"Eugene, OR",49958.0,2018
"Eugene-Springfield, OR",52426.0,2019
"Eugene-Springfield, OR",54942.0,2020
"Eugene-Springfield, OR",59016.0,2021
"Eugene-Springfield, OR",65157.0,2022
"Eugene-Springfield, OR",69311.0,2023
"Eugene-Springfield, OR",71544.0,2024
"Evansville, IN",67671.0,2023
"Evansville, IN",68232.0,2024
"Evansville, IN-KY",47583.0,2015
"Evansville, IN-KY",47838.0,2016
"Evansville, IN-KY",49873.0,2017
"Evansville, IN-KY",51860.0,2018
"Evansville, IN-KY",54063.0,2019
"Evansville, IN-KY",55553.0,2020
"Evansville, IN-KY",59134.0,2021
"Evansville, IN-KY",64084.0,2022
"Fairbanks, AK",71068.0,2015
"Fairbanks, AK",73831.0,2016
"Fairbanks, AK",76250.0,2017
"Fairbanks, AK",77095.0,2018
"Fairbanks, AK",76992.0,2019
"Fairbanks, AK",76464.0,2020
"Fairbanks, AK",78321.0,2021
"Fairbanks, AK",81655.0,2022
"Fairbanks-College, AK",84722.0,2023
"Fairbanks-College, AK",88267.0,2024
"Fargo, ND-MN",54590.0,2015
"Fargo, ND-MN",55941.0,2016
"Fargo, ND-MN",59074.0,2017
"Fargo, ND-MN",62832.0,2018
"Fargo, ND-MN",64666.0,2019
"Fargo, ND-MN",65995.0,2020
"Fargo, ND-MN",68560.0,2021
"Fargo, ND-MN",73641.0,2022
"Fargo, ND-MN",75523.0,2023
"Fargo, ND-MN",76756.0,2024
"Farmington, NM",48671.0,2015
"Farmington, NM",48624.0,2016
"Farmington, NM",49686.0,2017
"Farmington, NM",50582.0,2018
"Farmington, NM",50518.0,2019
"Farmington, NM",47643.0,2020
"Farmington, NM",47485.0,2021
"Farmington, NM",50734.0,2022
"Farmington, NM",53020.0,2023
"Farmington, NM",55872.0,2024
"Fayetteville, NC",43861.0,2015
"Fayetteville, NC",44532.0,2016
"Fayetteville, NC",44883.0,2017
"Fayetteville, NC",45958.0,2018
"Fayetteville, NC",48459.0,2019
"Fayetteville, NC",50133.0,2020
"Fayetteville, NC",52835.0,2021
"Fayetteville, NC",57488.0,2022
"Fayetteville, NC",58909.0,2023
"Fayetteville, NC",61763.0,2024
"Fayetteville-Springdale-Rogers, AR",57603.0,2019
"Fayetteville-Springdale-Rogers, AR",61761.0,2020
"Fayetteville-Springdale-Rogers, AR",66565.0,2021
"Fayetteville-Springdale-Rogers, AR",73316.0,2022
"Fayetteville-Springdale-Rogers, AR",77979.0,2023
"Fayetteville-Springdale-Rogers, AR",81650.0,2024
"Fayetteville-Springdale-Rogers, AR-MO",49147.0,2015
"Fayetteville-Springdale-Rogers, AR-MO",50651.0,2016
"Fayetteville-Springdale-Rogers, AR-MO",52551.0,2017
"Fayetteville-Springdale-Rogers, AR-MO",55121.0,2018
"Flagstaff, AZ",50234.0,2015
"Flagstaff, AZ",51106.0,2016
"Flagstaff, AZ",53523.0,2017
"Flagstaff, AZ",57616.0,2018
"Flagstaff, AZ",59460.0,2019
"Flagstaff, AZ",59000.0,2020
"Flagstaff, AZ",61888.0,2021
"Flagstaff, AZ",67266.0,2022
"Flagstaff, AZ",69748.0,2023
"Flagstaff, AZ",72966.0,2024
"Flint, MI",42327.0,2015
"Flint, MI",43246.0,2016
"Flint, MI",45231.0,2017
"Flint, MI",47006.0,2018
"Flint, MI",48588.0,2019
"Flint, MI",50269.0,2020
"Flint, MI",54052.0,2021
"Flint, MI",58594.0,2022
"Flint, MI",60673.0,2023
"Flint, MI",62281.0,2024
"Florence, SC",40345.0,2015
"Florence, SC",40452.0,2016
"Florence, SC",40888.0,2017
"Florence, SC",41851.0,2018
"Florence, SC",44114.0,2019
"Florence, SC",45037.0,2020
"Florence, SC",48328.0,2021
"Florence, SC",52401.0,2022
"Florence, SC",53874.0,2023
"Florence, SC",54443.0,2024
"Florence-Muscle Shoals, AL",42381.0,2015
"Florence-Muscle Shoals, AL",43696.0,2016
"Florence-Muscle Shoals, AL",45090.0,2017
"Florence-Muscle Shoals, AL",46683.0,2018
"Florence-Muscle Shoals, AL",48084.0,2019
"Florence-Muscle Shoals, AL",48244.0,2020
"Florence-Muscle Shoals, AL",50942.0,2021
"Florence-Muscle Shoals, AL",56113.0,2022
"Florence-Muscle Shoals, AL",58049.0,2023
"Florence-Muscle Shoals, AL",61891.0,2024
"Fond du Lac, WI",55473.0,2015
"Fond du Lac, WI",56376.0,2016
"Fond du Lac, WI",57798.0,2017
"Fond du Lac, WI",59373.0,2018
"Fond du Lac, WI",62391.0,2019
"Fond du Lac, WI",64147.0,2020
"Fond du Lac, WI",66390.0,2021
"Fond du Lac, WI",70368.0,2022
"Fond du Lac, WI",73154.0,2023
"Fond du Lac, WI",74275.0,2024
"Fort Collins, CO",59805.0,2015
"Fort Collins, CO",61942.0,2016
"Fort Collins, CO",64980.0,2017
"Fort Collins, CO",67664.0,2018
"Fort Collins, CO",71881.0,2019
"Fort Collins, CO",76366.0,2020
"Fort Collins, CO",80664.0,2021
"Fort Collins, CO",87199.0,2022
"Fort Collins-Loveland, CO",91364.0,2023
"Fort Collins-Loveland, CO",93765.0,2024
"Fort Smith, AR-OK",38589.0,2015
"Fort Smith, AR-OK",39543.0,2016
"Fort Smith, AR-OK",40686.0,2017
"Fort Smith, AR-OK",42553.0,2018
"Fort Smith, AR-OK",44750.0,2019
"Fort Smith, AR-OK",46424.0,2020
"Fort Smith, AR-OK",48903.0,2021
"Fort Smith, AR-OK",53224.0,2022
"Fort Smith, AR-OK",56717.0,2023
"Fort Smith, AR-OK",58468.0,2024
"Fort Wayne, IN",49901.0,2015
"Fort Wayne, IN",50369.0,2016
"Fort Wayne, IN",51642.0,2017
"Fort Wayne, IN",54158.0,2018
"Fort Wayne, IN",55341.0,2019
"Fort Wayne, IN",57693.0,2020
"Fort Wayne, IN",62031.0,2021
"Fort Wayne, IN",66758.0,2022
"Fort Wayne, IN",69378.0,2023
"Fort Wayne, IN",71213.0,2024
"Fresno, CA",45233.0,2015
"Fresno, CA",45963.0,2016
"Fresno, CA",48730.0,2017
"Fresno, CA",51261.0,2018
"Fresno, CA",53969.0,2019
"Fresno, CA",57109.0,2020
"Fresno, CA",61276.0,2021
"Fresno, CA",67756.0,2022
"Fresno, CA",71897.0,2023
"Fresno, CA",74468.0,2024
"Gadsden, AL",39220.0,2015
"Gadsden, AL",40478.0,2016
"Gadsden, AL",42064.0,2017
"Gadsden, AL",44023.0,2018
"Gadsden, AL",44637.0,2019
"Gadsden, AL",44934.0,2020
"Gadsden, AL",46984.0,2021
"Gadsden, AL",52177.0,2022
"Gadsden, AL",53070.0,2023
"Gadsden, AL",54563.0,2024
"Gainesville, FL",42710.0,2015
"Gainesville, FL",44337.0,2016
"Gainesville, FL",45323.0,2017
"Gainesville, FL",48648.0,2018
"Gainesville, FL",46843.0,2019
"Gainesville, FL",47848.0,2020
"Gainesville, FL",51755.0,2021
"Gainesville, FL",56638.0,2022
"Gainesville, FL",58946.0,2023
"Gainesville, FL",61468.0,2024
"Gainesville, GA",51202.0,2015
"Gainesville, GA",51902.0,2016
"Gainesville, GA",55622.0,2017
"Gainesville, GA",59898.0,2018
"Gainesville, GA",62984.0,2019
"Gainesville, GA",63651.0,2020
"Gainesville, GA",67571.0,2021
"Gainesville, GA",74153.0,2022
"Gainesville, GA",77430.0,2023
"Gainesville, GA",80901.0,2024
"Gettysburg, PA",60356.0,2015
"Gettysburg, PA",61927.0,2016
"Gettysburg, PA",62661.0,2017
"Gettysburg, PA",64507.0,2018
"Gettysburg, PA",67253.0,2019
"Gettysburg, PA",68411.0,2020
"Gettysburg, PA",72492.0,2021
"Gettysburg, PA",78975.0,2022
"Gettysburg, PA",81071.0,2023
"Gettysburg, PA",84092.0,2024
